Manual_SFI,1102122679,2022,1463653,80197,G00,3223.9,01/11/2023,Q1,SOS240,AP
Manual_SFI,1102489794,2022,1467425,80197,G00,15789.15,01/11/2023,Q1,SOS240,AP
Manual_SFI,1102193739,2022,1469421,80197,G00,9817.84,01/11/2023,Q1,SOS240,AP
Manual_SFI,1102264717,2022,1469868,80197,G00,3583.86,01/11/2023,Q1,SOS240,AP
Manual_SFI,1102368091,2022,1472162,80197,G00,11665.22,01/11/2023,Q1,SOS240,AP
Manual_SFI,1100839178,2022,1472366,80197,G00,75.5,01/11/2023,Q1,SOS240,AP
Manual_SFI,1102374482,2022,1475198,80197,G00,4553.76,01/11/2023,Q1,SOS240,AP
Manual_SFI,1100727604,2022,1475348,80197,G00,2937.04,01/11/2023,Q1,SOS240,AP
Manual_SFI,1102441058,2022,1476183,80197,G00,19375.78,01/11/2023,Q1,SOS240,AP
Manual_SFI,1102860298,2022,1477376,80197,G00,1790.46,01/11/2023,Q1,SOS240,AP
Manual_SFI,1102484628,2022,1481223,80197,G00,16633.12,01/11/2023,Q1,SOS240,AP
Manual_SFI,1104899264,2022,1481382,80197,G00,0,01/11/2023,Q1,SOS240,AP
Manual_SFI,1101698462,2022,1483430,80197,G00,1397.42,01/11/2023,Q1,SOS240,AP
Manual_SFI,1102357065,2022,1483590,80197,G00,5517.88,01/11/2023,Q1,SOS240,AP
Manual_SFI,1102320897,2022,1483600,80197,G00,8612.05,01/11/2023,Q1,SOS240,AP
Manual_SFI,1102354880,2022,1483819,80197,G00,7503.18,01/11/2023,Q1,SOS240,AP
Manual_SFI,1102275840,2022,1484315,80197,G00,10085.96,01/11/2023,Q1,SOS240,AP
Manual_SFI,1101016698,2022,1484434,80197,G00,3144.68,01/11/2023,Q1,SOS240,AP
Manual_SFI,1102185876,2022,1484479,80197,G00,0,01/11/2023,Q1,SOS240,AP
